"loadFile","condition","phase","seed","parent","Expressivity","Systematicity","Learnability","mean.word.length","distinctiveness"
"../Backups/ILMLEX_Backups_Nov2016/results/Start_1.lang","Seed","PH1","Start_1",NA,0.6875,0.347103670558941,0.328125,5.125,0.676041666666667
"../Backups/ILMLEX_Backups_Nov2016/results/Start_1.lang","Seed","PH1","Start_1",NA,0.6875,0.347103670558941,0.556770833333333,5.125,0.676041666666667
"../Backups/ILMLEX_Backups_Nov2016/results/Start_1.lang","Seed","PH1","Start_1",NA,0.6875,0.347103670558941,0.4921875,5.125,0.676041666666667
"../Backups/ILMLEX_Backups_Nov2016/results/Start_1.lang","Seed","PH1","Start_1",NA,0.6875,0.347103670558941,0.3671875,5.125,0.676041666666667
"../Backups/ILMLEX_Backups_Nov2016/results/Start_1.lang","Seed","PH1","Start_1",NA,0.6875,0.347103670558941,0.84375,5.125,0.676041666666667
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110110_CH1_parent-Start_1","Learnability","PH2","Start_1","Start_1.lang",0.6875,0.17857900318323,NA,4.875,0.677083333333333
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_101131_CH1_parent-Start_1","Learnability","PH2","Start_1","Start_1.lang",0.9375,0.06345453208127,NA,4.8125,0.748611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102825_CH1_parent-Start_1","Learnability","PH2","Start_1","Start_1.lang",0.6875,0.0316900532092149,NA,5.625,0.631597222222222
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_24_114805_CH1_parent-Start_1","Learnability","PH2","Start_1","Start_1.lang",0.5,0.0958904139331311,NA,5,0.570833333333333
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","PH2","Start_1","Start_1.lang",0.8125,0.252877916818451,NA,5,0.659722222222222
"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","PH1","Start_3",NA,0.6875,0.196309068445396,0.5703125,6.25,0.60625
"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","PH1","Start_3",NA,0.6875,0.196309068445396,0.62202380952381,6.25,0.60625
"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","PH1","Start_3",NA,0.6875,0.196309068445396,0.418469551282051,6.25,0.60625
"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","PH1","Start_3",NA,0.6875,0.196309068445396,0.700520833333333,6.25,0.60625
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","PH2","Start_3","Start_3.lang",0.8125,0.152955499272677,NA,6.25,0.553472222222222
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","PH2","Start_3","Start_3.lang",0.5625,0.179461814168167,NA,6.6875,0.679662698412698
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","PH2","Start_3","Start_3.lang",0.6875,-0.00715762428339909,NA,7.75,0.744912240537241
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_110048_CH3_parent-Start_3","Learnability","PH2","Start_3","Start_3.lang",0.75,0.438884106799303,NA,6.875,0.610416666666667
"../Backups/ILMLEX_Backups_Nov2016/results/Start_2.lang","Seed","PH1","Start_2",NA,0.6875,0.0262145023002916,0.197916666666667,4.375,0.798611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/Start_2.lang","Seed","PH1","Start_2",NA,0.6875,0.0262145023002916,1,4.375,0.798611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/Start_2.lang","Seed","PH1","Start_2",NA,0.6875,0.0262145023002916,1,4.375,0.798611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/Start_2.lang","Seed","PH1","Start_2",NA,0.6875,0.0262145023002916,0.984375,4.375,0.798611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/Start_2.lang","Seed","PH1","Start_2",NA,0.6875,0.0262145023002916,1,4.375,0.798611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110256_CH2_parent-Start_2","Learnability","PH2","Start_2","Start_2.lang",0.375,0.107189301737445,NA,5.0625,0.698888888888889
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102817_CH2_parent-Start_2","Learnability","PH2","Start_2","Start_2.lang",0.6875,0.0262145023002916,NA,4.375,0.798611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_15_110712_CH2_parent-Start_2","Learnability","PH2","Start_2","Start_2.lang",0.6875,0.0262145023002916,NA,4.375,0.798611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_15_110751_CH3_parent-Start_2","Learnability","PH2","Start_2","Start_2.lang",0.6875,-0.00159336218922808,NA,4.375,0.796527777777778
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101139_CH2_parent-Start_2","Learnability","PH2","Start_2","Start_2.lang",0.6875,0.0262145023002916,NA,4.375,0.798611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/Start_4.lang","Seed","PH1","Start_4",NA,0.6875,0.299110380693603,0.5625,5.5,0.583333333333333
"../Backups/ILMLEX_Backups_Nov2016/results/Start_4.lang","Seed","PH1","Start_4",NA,0.6875,0.299110380693603,0.447916666666667,5.5,0.583333333333333
"../Backups/ILMLEX_Backups_Nov2016/results/Start_4.lang","Seed","PH1","Start_4",NA,0.6875,0.299110380693603,0.479166666666667,5.5,0.583333333333333
"../Backups/ILMLEX_Backups_Nov2016/results/Start_4.lang","Seed","PH1","Start_4",NA,0.6875,0.299110380693603,0.333333333333333,5.5,0.583333333333333
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102825_CH4_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.6875,0.0670776537941777,0.833333333333333,6,0.570833333333333
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102825_CH4_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.6875,0.0670776537941777,0.854166666666667,6,0.570833333333333
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102825_CH4_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.6875,0.0670776537941777,0.458333333333333,6,0.570833333333333
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102825_CH4_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.6875,0.0670776537941777,0.583333333333333,6,0.570833333333333
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_24_094856_CH4_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.5,0.318073718546972,0.932291666666667,4.875,0.653611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_24_094856_CH4_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.5,0.318073718546972,0.802083333333333,4.875,0.653611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_24_094856_CH4_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.5,0.318073718546972,0.863541666666667,4.875,0.653611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_24_094856_CH4_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.5,0.318073718546972,0.736458333333333,4.875,0.653611111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_8_105005_CH1_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.5625,-0.000248707689905088,0.854166666666667,5.25,0.613194444444444
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_8_105005_CH1_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.5625,-0.000248707689905088,0.71875,5.25,0.613194444444444
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_8_105005_CH1_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.5625,-0.000248707689905088,0.90625,5.25,0.613194444444444
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_8_105030_CH2_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.6875,0.13834487999201,0.885416666666667,5.625,0.561111111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_8_105030_CH2_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.6875,0.13834487999201,0.822916666666667,5.625,0.561111111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_8_105030_CH2_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.6875,0.13834487999201,0.833333333333333,5.625,0.561111111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_8_105030_CH2_parent-Start_4","Learnability","PH2","Start_4","Start_4.lang",0.6875,0.13834487999201,0.760416666666667,5.625,0.561111111111111
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_5_19_111631_CH2_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",1,0.365051049012865,0.939721200980392,11.125,0.766789807414807
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_5_19_111631_CH2_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",1,0.365051049012865,0.813658563658564,11.125,0.766789807414807
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_5_19_111631_CH2_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",1,0.365051049012865,0.601859501813546,11.125,0.766789807414807
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_5_19_111631_CH2_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",1,0.365051049012865,0.884508547008547,11.125,0.766789807414807
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_6_14_114615_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",0.875,0.271437210504934,1,5.4375,0.662222222222222
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_6_14_114615_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",0.875,0.271437210504934,0.747916666666667,5.4375,0.662222222222222
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_6_14_114615_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",0.875,0.271437210504934,0.566666666666667,5.4375,0.662222222222222
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_6_14_114615_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",0.875,0.271437210504934,0.775,5.4375,0.662222222222222
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_6_28_095126_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",0.9375,0.167491144063374,0.858522727272727,8.8125,0.813915343915344
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_6_28_095126_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",0.9375,0.167491144063374,0.914445970695971,8.8125,0.813915343915344
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_6_28_095126_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",0.9375,0.167491144063374,0.809821428571429,8.8125,0.813915343915344
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_6_28_095126_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",0.9375,0.167491144063374,0.673685515873016,8.8125,0.813915343915344
"../Backups/ILMLEX_Backups_Nov2016/results/PH2_6_16_114047_CH1_parent-Start_4","Expressivity","PH2","Start_4","Start_4.lang",1,0.208378247529833,0.836669753857254,11.1875,0.732940069190069
"../Backups/ILMLEX_Backups_Nov2016/results/PH2_6_16_114047_CH1_parent-Start_4","Expressivity","PH2","Start_4","Start_4.lang",1,0.208378247529833,0.788722398924605,11.1875,0.732940069190069
"../Backups/ILMLEX_Backups_Nov2016/results/PH2_6_16_114047_CH1_parent-Start_4","Expressivity","PH2","Start_4","Start_4.lang",1,0.208378247529833,0.806959013209013,11.1875,0.732940069190069
"../Backups/ILMLEX_Backups_Nov2016/results/PH2_6_16_114047_CH1_parent-Start_4","Expressivity","PH2","Start_4","Start_4.lang",1,0.208378247529833,0.379812895437895,11.1875,0.732940069190069
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","PH3","Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang",1,0.140263678103774,NA,11.125,0.763666588041588
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","PH3","Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang",0.6875,0.0991755970844839,NA,6,0.572222222222222
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",1,0.392441450953008,0.954776785714286,23,0.648437593667865
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",1,0.392441450953008,0.922144396551724,23,0.648437593667865
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",1,0.392441450953008,0.96860614764733,23,0.648437593667865
"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","PH2","Start_4","Start_4.lang",1,0.392441450953008,0.980185185185185,23,0.648437593667865
